,countryid,Age,publisherID,Raiting
102,1,36.145784179808764,643,0
103,14,44.0,555,0
104,14,44.0,13707,0
105,1,46.0,3244,0
106,1,39.0,1,0
107,7,22.0,1154,0
108,7,22.0,1155,0
109,7,22.0,1175,0
110,7,22.0,1176,0
111,7,22.0,573,0
112,7,22.0,573,0
113,7,22.0,573,0
114,1,42.0,1623,0
115,1,36.145784179808764,457,0
116,1,38.0,1262,0
117,1,24.0,1272,0
118,1,46.0,1215,0
119,15,48.0,1834,0
120,15,48.0,626,0
121,15,48.0,1215,0
122,4,38.0,545,0
123,1,51.0,1334,0
124,1,51.0,7587,0
125,1,51.0,1391,0
126,1,51.0,1315,0
127,1,51.0,477,0
128,1,36.145784179808764,2994,0
129,1,52.0,1043,0
130,5,22.0,2388,0
131,1,36.145784179808764,10894,0
132,14,23.0,2388,0
133,14,23.0,13759,0
134,14,23.0,13759,0
135,14,23.0,13759,0
136,14,23.0,13759,0
137,5,40.0,337,0
138,5,40.0,337,0
139,1,27.0,1791,0
140,1,33.0,613,0
141,1,31.0,456,0
142,5,36.145784179808764,1262,0
143,12,36.145784179808764,677,0
144,1,36.145784179808764,573,0
145,1,31.0,3249,0
146,1,43.0,2077,0
147,1,27.0,2470,0
148,1,58.0,573,0
149,4,19.0,3139,0
150,1,33.0,5567,0
151,1,37.0,620,0
152,1,36.145784179808764,1676,0
153,1,36.145784179808764,12781,0
154,5,32.0,2388,0
155,7,36.145784179808764,1821,0
156,1,52.0,1823,0
157,1,52.0,1823,0
158,1,52.0,594,0
159,1,52.0,1920,0
160,1,52.0,1620,0
161,1,31.0,1438,0
162,1,36.145784179808764,1898,0
163,14,44.0,14054,0
164,1,43.0,1387,0
165,1,38.0,1393,0
166,1,46.0,3273,0
167,1,36.145784179808764,965,0
168,1,39.0,522,0
169,1,36.145784179808764,1336,0
170,1,36.145784179808764,11721,0
171,9,37.0,14287,0
172,1,41.0,554,0
173,1,37.0,109,0
174,1,37.0,97,0
175,1,37.0,1040,0
176,1,37.0,949,0
177,1,37.0,573,0
178,1,37.0,1212,0
179,1,37.0,573,0
180,285,52.0,1043,0
181,1,51.0,639,0
182,1,42.0,1551,0
183,1,26.0,3244,0
184,1,43.0,554,0
185,1,43.0,1551,0
186,1,43.0,1551,0
187,1,43.0,2388,0
188,1,47.0,1212,0
189,1,47.0,1737,0
190,1,38.0,1262,0
191,4,38.0,545,0
192,4,38.0,626,0
193,4,38.0,626,0
194,4,38.0,626,0
195,4,38.0,1752,0
196,4,38.0,2070,0
197,4,38.0,1750,0
198,4,38.0,9,0
199,4,38.0,1134,0
200,4,38.0,1446,0
201,4,38.0,1134,0
202,4,38.0,2074,0
203,4,38.0,1134,0
204,4,38.0,2073,0
205,4,38.0,1215,0
206,4,38.0,1215,0
207,4,38.0,1215,0
208,4,38.0,1215,0
209,1,23.0,2391,0
210,1,23.0,1521,0
211,1,23.0,3244,0
212,1,23.0,1831,0
213,1,23.0,1831,0
214,1,23.0,1831,0
215,1,23.0,1831,0
216,1,23.0,3244,0
217,1,51.0,7002,0
218,1,51.0,5297,0
219,1,36.145784179808764,2994,0
220,1,36.145784179808764,3100,0
221,1,52.0,1043,0
222,5,22.0,2388,0
223,14,23.0,13759,0
224,9,36.145784179808764,1268,0
225,1,34.0,267,0
226,1,37.0,1262,0
227,4,38.0,4482,0
228,4,22.0,553,0
229,1,36.145784179808764,2389,0
230,1,36.145784179808764,2388,0
231,1,36.145784179808764,2388,0
232,1,36.145784179808764,2388,0
233,1,36.145784179808764,2387,0
234,1,36.145784179808764,2388,0
235,5,40.0,337,0
236,1,29.0,1206,0
237,1,28.0,1551,0
238,1,28.0,1551,0
239,1,28.0,1551,0
240,1,35.0,1827,0
241,1,27.0,1791,0
242,1,33.0,571,0
243,1,18.0,677,0
244,5,36.145784179808764,30,0
245,5,36.145784179808764,787,0
246,5,36.145784179808764,1440,0
247,5,36.145784179808764,620,0
248,5,36.145784179808764,1551,0
249,5,36.145784179808764,2409,0
250,5,36.145784179808764,455,0
251,5,36.145784179808764,3418,0
252,5,36.145784179808764,3783,0
253,5,36.145784179808764,3239,0
254,1,36.145784179808764,1438,0
255,1,36.145784179808764,1984,0
256,6,26.0,11722,0
257,1,36.145784179808764,10391,0
258,1,36.145784179808764,573,0
259,1,36.145784179808764,1043,0
260,1,36.145784179808764,2089,0
261,1,26.0,2388,0
262,1,31.0,112,0
263,5,36.145784179808764,1262,0
264,12,36.145784179808764,677,0
265,1,36.145784179808764,584,0
266,1,30.0,2390,0
267,18,36.145784179808764,432,0
268,1,31.0,3249,0
269,1,31.0,3249,0
270,1,31.0,3249,0
271,1,31.0,4204,0
272,1,31.0,3047,0
273,1,31.0,2092,0
274,1,43.0,1215,0
275,1,36.145784179808764,369,0
276,3,27.0,1030,0
277,1,25.0,112,0
278,1,58.0,573,0
279,4,19.0,806,0
280,1,36.145784179808764,107,0
281,1,53.0,1009,0
282,1,53.0,1343,0
283,1,53.0,1515,0
284,1,53.0,107,0
285,1,53.0,7311,0
286,1,39.0,1043,0
287,1,39.0,1551,0
288,1,39.0,1438,0
289,1,39.0,1206,0
290,1,39.0,1206,0
291,1,39.0,1821,0
292,9,36.145784179808764,14528,0
293,1,37.0,616,0
294,1,37.0,1551,0
295,1,37.0,1551,0
296,1,37.0,1551,0
297,1,37.0,1551,0
298,1,37.0,1551,0
299,1,36.145784179808764,2262,0
300,9,50.0,14359,0
301,6,26.0,15196,0
302,1,36.145784179808764,1316,0
303,1,25.0,204,0
304,1,25.0,34,0
305,1,25.0,269,0
306,1,25.0,265,0
307,1,23.0,15,0
308,1,36.145784179808764,12854,0
309,7,36.145784179808764,643,0
310,1,31.0,1431,0
311,1,36.145784179808764,1898,0
312,1,36.145784179808764,2089,0
313,1,36.145784179808764,4,0
314,1,36.145784179808764,419,0
315,1,36.145784179808764,1272,0
316,1,36.0,616,0
317,1,32.0,573,0
318,1,32.0,1262,0
319,1,52.0,626,0
320,1,52.0,2077,0
321,1,52.0,2077,0
322,1,23.0,573,0
323,1,52.0,1438,0
324,1,52.0,2077,0
325,1,52.0,2077,0
326,1,52.0,2261,0
327,1,52.0,604,0
328,1,3.0,275,0
329,1,43.0,3487,0
330,1,38.0,1391,0
331,1,38.0,1540,0
332,1,38.0,1551,0
333,1,38.0,1551,0
334,1,38.0,1551,0
335,1,38.0,1551,0
336,1,38.0,1551,0
337,1,38.0,1551,0
338,1,46.0,362,0
339,1,62.0,555,0
340,1,39.0,1,0
341,1,39.0,2388,0
342,1,39.0,1,0
343,1,39.0,2388,0
344,1,39.0,2411,0
345,1,39.0,1,0
346,1,54.0,1821,0
347,1,54.0,643,0
348,1,54.0,643,0
349,1,54.0,643,0
350,1,54.0,643,0
351,1,54.0,643,0
352,1,54.0,1620,0
353,1,54.0,1620,0
354,1,54.0,1620,0
355,1,54.0,1620,0
356,1,54.0,1134,0
357,1,54.0,1215,0
358,1,54.0,1215,0
359,1,54.0,2077,0
360,1,54.0,1215,0
361,1,54.0,2077,0
362,1,54.0,2077,0
363,1,54.0,2391,0
364,1,54.0,2388,0
365,1,54.0,2388,0
366,1,54.0,2388,0
367,1,54.0,2388,0
368,1,54.0,325,0
369,1,54.0,419,0
370,1,54.0,97,0
371,1,54.0,1,0
372,1,54.0,2391,0
373,1,54.0,2389,0
374,1,54.0,2389,0
375,1,54.0,2388,0
376,1,54.0,3312,0
377,1,54.0,1414,0
378,1,54.0,1414,0
379,1,54.0,3554,0
380,1,54.0,3637,0
381,1,54.0,573,0
382,7,22.0,280,0
383,7,22.0,263,0
384,7,22.0,337,0
385,7,22.0,263,0
386,7,22.0,1540,0
387,7,22.0,1566,0
388,7,22.0,1549,0
389,7,22.0,1551,0
390,7,22.0,1615,0
391,7,22.0,1617,0
392,7,22.0,312,0
393,7,22.0,312,0
394,1,54.0,1207,0
395,1,54.0,3744,0
396,1,54.0,3892,0
397,1,54.0,2995,0
398,1,54.0,10391,0
399,1,54.0,456,0
400,7,22.0,1206,0
401,7,22.0,9,0
402,7,22.0,1154,0
403,7,22.0,1821,0
404,7,22.0,1821,0
405,7,22.0,1620,0
406,1,54.0,3239,0
407,1,54.0,7245,0
408,1,54.0,3326,0
409,1,54.0,11618,0
410,1,54.0,11635,0
411,1,54.0,11736,0
412,1,54.0,11766,0
413,7,22.0,1344,0
414,7,22.0,1215,0
415,7,22.0,2097,0
416,7,22.0,2077,0
417,7,22.0,2097,0
418,7,22.0,1215,0
419,7,22.0,1215,0
420,7,22.0,2077,0
421,1,54.0,11842,0
422,1,33.0,1432,0
423,1,33.0,1551,0
424,1,36.145784179808764,620,0
425,7,22.0,4,0
426,7,22.0,15,0
427,7,22.0,2206,0
428,7,22.0,15,0
429,7,22.0,1667,0
430,7,22.0,1676,0
431,7,22.0,1667,0
432,7,22.0,1671,0
433,7,22.0,1664,0
434,7,22.0,1667,0
435,7,22.0,1667,0
436,7,22.0,1667,0
437,7,22.0,1667,0
438,7,22.0,1667,0
439,7,22.0,1671,0
440,1,61.0,3409,0
441,1,38.0,312,0
442,1,39.0,1821,0
443,1,39.0,1821,0
444,1,39.0,1821,0
445,1,39.0,1215,0
446,1,39.0,2388,0
447,1,44.0,1821,0
448,1,36.145784179808764,554,0
449,1,36.145784179808764,1438,0
450,1,36.145784179808764,312,0
451,1,36.145784179808764,312,0
452,1,36.145784179808764,1898,0
453,1,50.0,678,0
454,1,50.0,573,0
455,1,50.0,477,0
456,1,50.0,1438,0
457,1,50.0,1431,0
458,7,22.0,1667,0
459,7,22.0,1667,0
460,7,22.0,1667,0
461,7,22.0,1664,0
462,7,22.0,1676,0
463,7,22.0,1667,0
464,7,22.0,1667,0
465,7,22.0,1667,0
466,7,22.0,1667,0
467,7,22.0,1667,0
468,7,22.0,1667,0
469,7,22.0,1667,0
470,7,22.0,1667,0
471,7,22.0,785,0
472,7,22.0,119,0
473,7,22.0,119,0
474,7,22.0,2395,0
475,7,22.0,2395,0
476,7,22.0,2395,0
477,7,22.0,2406,0
478,1,50.0,2077,0
479,1,50.0,2388,0
480,1,50.0,107,0
481,1,50.0,3745,0
482,1,50.0,456,0
483,14,23.0,13626,0
484,1,66.0,573,0
485,1,26.0,1821,0
486,1,26.0,3244,0
487,1,36.145784179808764,691,0
488,1,36.145784179808764,573,0
489,1,36.145784179808764,215,0
490,1,36.145784179808764,419,0
491,3,52.0,266,0
492,3,52.0,97,0
493,3,52.0,554,0
494,7,22.0,2395,0
495,7,22.0,2388,0
496,7,22.0,2387,0
497,7,22.0,2388,0
498,7,22.0,2387,0
499,7,22.0,2387,0
500,7,22.0,119,0
501,7,22.0,522,0
502,7,22.0,2387,0
503,7,22.0,2387,0
504,7,22.0,119,0
505,7,22.0,1374,0
506,7,22.0,119,0
507,7,22.0,159,0
508,7,22.0,2670,0
509,1,37.0,573,0
510,1,37.0,1203,0
511,1,37.0,263,0
512,1,37.0,273,0
513,1,37.0,263,0
514,1,37.0,1438,0
515,1,37.0,1431,0
516,1,37.0,1438,0
517,7,22.0,2388,0
518,7,22.0,522,0
519,7,22.0,2407,0
520,7,22.0,3077,0
521,7,22.0,9,0
522,7,22.0,9,0
523,7,22.0,430,0
524,7,22.0,1588,0
525,7,22.0,5,0
526,7,22.0,1588,0
527,7,22.0,1588,0
528,7,22.0,3160,0
529,7,22.0,85,0
530,7,22.0,806,0
531,7,22.0,3296,0
532,7,22.0,3740,0
533,7,22.0,1030,0
534,7,22.0,2092,0
535,7,22.0,1621,0
536,7,22.0,1621,0
537,1,37.0,1617,0
538,1,37.0,312,0
539,1,37.0,312,0
540,1,37.0,1206,0
541,1,37.0,1821,0
542,1,37.0,1821,0
543,1,37.0,1821,0
544,1,37.0,1827,0
545,1,37.0,1620,0
546,1,37.0,1620,0
547,7,22.0,1621,0
548,7,22.0,1783,0
549,7,22.0,10891,0
550,7,22.0,1186,0
551,7,22.0,11963,0
552,7,22.0,13384,0
553,9,25.0,14286,0
554,5,36.145784179808764,1206,0
555,1,36.145784179808764,1821,0
556,1,27.0,555,0
557,1,37.0,1215,0
558,1,37.0,1215,0
559,1,37.0,2077,0
560,1,37.0,2101,0
561,1,37.0,2077,0
562,1,37.0,1215,0
563,1,37.0,2388,0
564,1,37.0,2388,0
565,1,37.0,2388,0
566,1,37.0,2388,0
567,1,37.0,3880,0
568,1,37.0,1551,0
569,5,36.145784179808764,1134,0
570,1,63.0,899,0
571,1,47.0,109,0
572,1,36.145784179808764,3017,0
573,3,52.0,554,0
574,3,52.0,554,0
575,3,52.0,554,0
576,3,52.0,553,0
577,3,52.0,553,0
578,3,52.0,224,0
579,3,52.0,678,0
580,3,52.0,573,0
581,3,52.0,1299,0
582,3,52.0,419,0
583,3,52.0,1025,0
584,3,52.0,1391,0
585,3,52.0,1440,0
586,3,52.0,643,0
587,3,52.0,545,0
588,3,52.0,1332,0
589,3,52.0,456,0
590,3,52.0,456,0
591,3,52.0,456,0
592,3,52.0,744,0
593,3,52.0,112,0
594,3,52.0,2470,0
595,3,52.0,419,0
596,3,52.0,11766,0
597,3,52.0,4017,0
598,1,27.0,1008,0
599,1,27.0,1735,0
600,1,27.0,2388,0
601,1,48.0,457,0
602,1,48.0,1821,0
603,1,48.0,112,0
604,1,55.0,312,0
605,7,22.0,4627,0
606,1,36.0,4,0
607,1,36.0,1008,0
608,1,36.0,1429,0
609,1,36.0,1392,0
610,1,36.145784179808764,3017,0
611,1,30.0,949,0
612,1,30.0,10753,0
613,7,22.0,573,0
614,7,31.0,1433,0
615,1,36.0,1392,0
616,1,36.0,626,0
617,1,36.0,117,0
618,1,36.0,2388,0
619,1,36.145784179808764,1215,0
620,1,28.0,1394,0
621,1,28.0,3496,0
622,1,28.0,4672,0
623,1,28.0,5239,0
624,1,36.145784179808764,1392,0
625,1,36.145784179808764,312,0
626,1,18.0,11302,0
627,5,37.0,325,0
628,4,51.0,3880,0
629,5,36.145784179808764,1431,0
630,4,36.145784179808764,559,0
631,1,45.0,29,0
632,3,52.0,13626,0
633,3,52.0,1332,0
634,3,52.0,15181,0
635,3,52.0,16203,0
636,1,48.0,337,0
637,1,48.0,3249,0
638,3,29.0,16205,0
639,1,53.0,1262,0
640,1,53.0,1262,0
641,1,45.0,24,0
642,1,45.0,266,0
643,1,45.0,15,0
644,1,45.0,267,0
645,1,45.0,97,0
646,1,36.145784179808764,455,0
647,1,27.0,1081,0
648,1,27.0,1821,0
649,1,27.0,6690,0
650,1,36.145784179808764,457,0
651,4,22.0,3,0
652,1,36.145784179808764,312,0
653,1,45.0,15,0
654,1,45.0,15,0
655,1,45.0,97,0
656,1,45.0,97,0
657,1,45.0,97,0
658,1,45.0,15,0
659,1,53.0,1262,0
660,1,53.0,1262,0
661,1,53.0,1268,0
662,1,53.0,1262,0
663,1,53.0,1329,0
664,1,53.0,263,0
665,1,53.0,1540,0
666,1,53.0,1540,0
667,1,53.0,312,0
668,1,53.0,1920,0
669,1,53.0,1920,0
670,1,53.0,1920,0
671,1,63.0,82,0
672,1,63.0,573,0
673,5,36.145784179808764,3359,0
674,1,36.145784179808764,1394,0
675,1,40.0,678,0
676,1,40.0,1060,0
677,1,40.0,1821,0
678,1,40.0,1303,0
679,1,45.0,97,0
680,1,45.0,97,0
681,1,45.0,278,0
682,1,45.0,278,0
683,1,45.0,269,0
684,1,45.0,337,0
685,1,45.0,269,0
686,1,45.0,263,0
687,1,45.0,337,0
688,1,45.0,273,0
689,1,45.0,337,0
690,1,45.0,269,0
691,1,45.0,263,0
692,1,45.0,97,0
693,1,45.0,336,0
694,1,45.0,270,0
695,1,45.0,267,0
696,1,45.0,554,0
697,1,45.0,554,0
698,1,53.0,1920,0
699,1,53.0,997,0
700,1,53.0,112,0
701,1,53.0,3662,0
702,1,53.0,1621,0
703,1,53.0,1285,0
704,1,53.0,10756,0
705,1,35.0,224,0
706,1,35.0,1315,0
707,1,36.145784179808764,3637,0
708,1,36.145784179808764,3880,0
709,1,38.0,554,0
710,1,38.0,419,0
711,1,66.0,263,0
712,7,25.0,269,0
713,7,25.0,456,0
714,18,34.0,4,0
715,1,52.0,312,0
716,1,45.0,555,0
717,1,45.0,554,0
718,1,45.0,554,0
719,1,45.0,554,0
720,1,45.0,554,0
721,1,45.0,554,0
722,1,45.0,554,0
723,1,45.0,554,0
724,1,45.0,613,0
725,1,45.0,554,0
726,1,45.0,554,0
727,1,45.0,554,0
728,1,38.0,343,0
729,1,38.0,1898,0
730,1,38.0,2077,0
731,1,38.0,2077,0
732,1,38.0,457,0
733,1,38.0,457,0
734,1,36.145784179808764,118,0
735,1,36.145784179808764,573,0
736,1,36.145784179808764,573,0
737,1,36.145784179808764,1320,0
738,1,36.145784179808764,1394,0
739,1,36.145784179808764,312,0
740,5,50.0,70,0
741,5,50.0,1203,0
742,5,50.0,2388,0
743,1,25.0,1060,0
744,1,45.0,678,0
745,1,45.0,678,0
746,1,45.0,678,0
747,1,45.0,678,0
748,1,45.0,965,0
749,1,45.0,1008,0
750,12,32.0,13614,0
751,9,64.0,14491,0
752,1,36.145784179808764,1043,0
753,1,36.145784179808764,1681,0
754,5,25.0,419,0
755,1,27.0,1394,0
756,1,45.0,573,0
757,1,45.0,3880,0
758,1,36.145784179808764,573,0
759,1,45.0,1008,0
760,1,45.0,965,0
761,1,45.0,965,0
762,1,45.0,1008,0
763,1,45.0,1008,0
764,1,45.0,965,0
765,1,45.0,965,0
766,1,45.0,965,0
767,1,36.145784179808764,1963,0
768,1,36.145784179808764,1215,0
769,1,36.145784179808764,10875,0
770,1,42.0,10675,0
771,1,49.0,337,0
772,1,49.0,1620,0
773,1,49.0,3249,0
774,1,49.0,3249,0
775,1,49.0,1272,0
776,1,43.0,15,0
777,1,36.145784179808764,1551,0
778,1,36.145784179808764,1431,0
779,1,36.145784179808764,312,0
780,1,36.145784179808764,1791,0
781,1,36.145784179808764,1215,0
782,1,44.0,1821,0
783,1,36.145784179808764,312,0
784,1,36.145784179808764,1821,0
785,1,36.145784179808764,1215,0
786,1,36.145784179808764,2388,0
787,1,36.145784179808764,573,0
788,1,25.0,269,0
789,1,25.0,265,0
790,1,25.0,269,0
791,1,25.0,270,0
792,1,25.0,270,0
793,1,25.0,1061,0
794,1,25.0,1203,0
795,1,45.0,1005,0
796,1,45.0,1008,0
797,1,45.0,1032,0
798,1,45.0,949,0
799,1,45.0,1030,0
800,1,45.0,965,0
801,1,45.0,1018,0
802,1,45.0,1043,0
803,1,45.0,1043,0
804,1,27.0,325,0
805,1,27.0,457,0
806,1,27.0,1540,0
807,1,27.0,1438,0
808,1,27.0,1,0
809,1,27.0,455,0
810,1,27.0,112,0
811,1,43.0,1438,0
812,1,32.0,1215,0
813,5,36.145784179808764,965,0
814,7,36.0,553,0
815,5,36.145784179808764,365,0
816,5,36.145784179808764,378,0
817,5,36.145784179808764,378,0
818,5,36.145784179808764,1009,0
819,1,45.0,1059,0
820,1,45.0,1059,0
821,1,45.0,1059,0
822,1,45.0,1059,0
823,1,45.0,1059,0
824,1,45.0,1060,0
825,1,27.0,2390,0
826,1,27.0,204,0
827,1,27.0,5653,0
828,1,27.0,6596,0
829,1,27.0,12979,0
830,14,36.145784179808764,469,0
831,14,36.145784179808764,13607,0
832,14,36.145784179808764,13637,0
833,14,36.145784179808764,13625,0
834,14,36.145784179808764,13685,0
835,14,36.145784179808764,13755,0
836,1,32.0,1203,0
837,1,32.0,573,0
838,1,32.0,573,0
839,1,45.0,301,0
840,1,45.0,1060,0
841,1,45.0,573,0
842,1,45.0,573,0
843,1,45.0,573,0
844,1,45.0,573,0
845,1,45.0,573,0
846,1,45.0,573,0
847,1,45.0,573,0
848,1,45.0,573,0
849,1,45.0,573,0
850,5,36.145784179808764,1030,0
851,5,36.145784179808764,1170,0
852,5,36.145784179808764,573,0
853,5,36.145784179808764,1203,0
854,5,36.145784179808764,1203,0
855,5,36.145784179808764,1203,0
856,5,36.145784179808764,573,0
857,5,36.145784179808764,573,0
858,1,25.0,1209,0
859,1,25.0,573,0
860,1,25.0,263,0
861,1,25.0,267,0
862,1,25.0,1391,0
863,1,25.0,455,0
864,1,25.0,1515,0
865,5,36.145784179808764,573,0
866,5,36.145784179808764,1203,0
867,5,36.145784179808764,1274,0
868,5,36.145784179808764,1430,0
869,5,36.145784179808764,1549,0
870,5,36.145784179808764,1551,0
871,1,25.0,1540,0
872,1,25.0,1551,0
873,1,25.0,1617,0
874,1,25.0,1617,0
875,1,25.0,1206,0
876,1,25.0,1821,0
877,1,25.0,1821,0
878,1,25.0,1821,0
879,1,25.0,1821,0
880,1,25.0,2077,0
881,1,45.0,573,0
882,1,45.0,573,0
883,1,45.0,573,0
884,1,45.0,573,0
885,1,45.0,573,0
886,5,36.145784179808764,1551,0
887,5,36.145784179808764,1551,0
888,5,36.145784179808764,1551,0
889,5,36.145784179808764,1734,0
890,5,36.145784179808764,1617,0
891,5,36.145784179808764,312,0
892,5,36.145784179808764,312,0
893,1,45.0,573,0
894,1,45.0,573,0
895,1,45.0,457,0
896,1,45.0,457,0
897,1,45.0,325,0
898,1,45.0,455,0
899,1,45.0,455,0
900,1,32.0,1206,0
901,1,32.0,573,0
902,1,32.0,573,0
903,1,32.0,573,0
904,1,32.0,1262,0
905,1,32.0,337,0
906,1,32.0,265,0
907,1,32.0,263,0
908,1,32.0,265,0
909,1,32.0,263,0
910,1,32.0,557,0
911,5,36.145784179808764,312,0
912,5,36.145784179808764,1796,0
913,5,36.145784179808764,1821,0
914,5,36.145784179808764,1620,0
915,5,36.145784179808764,1134,0
916,5,36.145784179808764,2101,0
917,5,36.145784179808764,2388,0
918,5,36.145784179808764,2388,0
919,1,25.0,2077,0
920,1,25.0,1667,0
921,1,25.0,2388,0
922,1,25.0,2388,0
923,1,25.0,1343,0
924,1,25.0,1343,0
925,1,25.0,962,0
926,1,25.0,962,0
927,1,45.0,455,0
928,1,45.0,455,0
929,1,45.0,455,0
930,1,45.0,477,0
931,1,45.0,419,0
932,285,52.0,847,0
933,285,52.0,847,0
934,285,52.0,1262,0
935,285,52.0,1268,0
936,285,52.0,1262,0
937,285,52.0,1262,0
938,5,36.145784179808764,2388,0
939,5,36.145784179808764,2861,0
940,5,36.145784179808764,9,0
941,5,36.145784179808764,5,0
942,5,36.145784179808764,9,0
943,5,36.145784179808764,3402,0
944,5,36.145784179808764,369,0
945,1,45.0,419,0
946,1,45.0,419,0
947,1,45.0,456,0
948,1,45.0,337,0
949,1,45.0,337,0
950,1,45.0,337,0
951,1,45.0,263,0
952,1,45.0,336,0
953,1,45.0,337,0
954,1,45.0,263,0
955,1,45.0,263,0
956,1,45.0,97,0
957,1,45.0,97,0
958,1,32.0,1551,0
959,1,32.0,1551,0
960,1,32.0,1551,0
961,1,32.0,1551,0
962,1,32.0,1549,0
963,1,32.0,1551,0
964,1,32.0,1551,0
965,1,32.0,1551,0
966,285,52.0,1262,0
967,285,52.0,1262,0
968,285,52.0,1262,0
969,285,52.0,1262,0
970,285,52.0,1262,0
971,285,52.0,1262,0
972,285,52.0,1262,0
973,285,52.0,1262,0
974,285,52.0,1262,0
975,285,52.0,1262,0
976,285,52.0,1262,0
977,285,52.0,1262,0
978,285,52.0,263,0
979,285,52.0,1431,0
980,5,36.145784179808764,10743,0
981,1,37.0,97,0
982,1,37.0,123,0
983,1,15.0,573,0
984,1,15.0,1503,0
985,1,15.0,1821,0
986,1,15.0,2077,0
987,1,15.0,1503,0
988,1,15.0,1735,0
989,1,36.145784179808764,573,0
990,1,36.145784179808764,312,0
991,4,15.0,15,0
992,1,36.145784179808764,1851,0
993,1,18.0,1551,0
994,1,31.0,278,0
995,1,33.0,4,0
996,1,25.0,120,0
997,1,25.0,2388,0
998,1,25.0,3232,0
999,4,36.145784179808764,1837,1
1000,9,35.0,14392,1
1001,1,28.0,1551,1
1002,31,20.0,134,1
1003,1,40.0,4679,1
1004,1,42.0,1300,1
1005,9,21.0,14379,1
1006,98,36.145784179808764,1,1
1007,9,38.0,14359,1
1008,14,36.145784179808764,554,1
1009,1,34.0,10391,1
1010,1,38.0,1262,1
1011,1,36.145784179808764,71,1
1012,1,36.145784179808764,573,1
1013,1,28.0,1476,1
1014,1,18.0,1667,1
1015,3,44.0,1332,1
1016,11,40.0,573,1
1017,1,31.0,107,1
1018,1,18.0,1030,1
1019,132,31.0,1476,1
1020,5,58.0,1393,1
1021,98,36.145784179808764,2391,1
1022,1,18.0,1207,1
1023,1,36.145784179808764,1262,1
1024,4,22.0,2175,1
1025,5,24.0,1617,1
1026,1,36.145784179808764,2388,1
1027,1,36.145784179808764,2388,1
1028,21,24.0,13625,1
1029,69,25.0,325,1
1030,4,30.0,6,1
1031,1,44.0,3818,1
1032,1,44.0,3249,1
1033,1,51.0,6244,1
1034,1,49.0,3052,1
1035,1,44.0,3249,1
1036,1,27.0,34,1
1037,9,31.0,269,1
1038,1,39.0,2092,1
1039,1,36.145784179808764,1551,1
1040,1,36.145784179808764,2388,1
1041,1,21.0,949,1
